X	Locus.Identifier	length	logFC	logCPM	PValue	FDR
AT1G15220	AT1G15220.1	1170	-0.678255155	1.807659879	0.002986839	0.011221288
AT1G53542	AT1G53542.1	185	-1.111415339	1.444495528	0.002986979	0.011221288
AT4G03120	AT4G03120.1	1114	0.474943187	3.821683044	0.002988807	0.011225808
AT3G02990	AT3G02990.1	1861	0.67743881	1.811397606	0.002992002	0.011235462
AT4G36515	AT4G36515.1	437	0.604653598	2.293655797	0.002994738	0.011243163
AT3G51140	AT3G51140.1	1631	0.294986279	6.268856182	0.002995847	0.011243163
AT3G05420	AT3G05420.2	2297	-0.321886651	5.293688747	0.002996499	0.011243163
AT3G21700	AT3G21700.3	1270	0.494913239	3.928817385	0.002996552	0.011243163
AT5G65910	AT5G65910.1	1567	-0.442427233	4.185792711	0.002999603	0.011252262
AT2G42570	AT2G42570.1	1389	-0.620387083	2.566208785	0.003002026	0.011259005
AT4G29720	AT4G29720.1	1852	-0.350452487	5.028739372	0.003016284	0.011310123
AT5G40780	AT5G40780.1	1704	-0.880762909	3.201408972	0.003019559	0.011320044
AT1G03000	AT1G03000.1	3087	-0.334904001	4.522730124	0.003021528	0.011325066
AT5G27920	AT5G27920.1	2351	-0.770092485	1.428816391	0.003029338	0.011351973
AT1G53590	AT1G53590.1	2623	0.651786011	4.49959414	0.003036181	0.011375245
AT2G27840	AT2G27840.1	872	-0.449904501	5.042981789	0.003036847	0.011375373
AT5G33320	AT5G33320.1	1670	-0.291216145	6.908219343	0.003040236	0.011385696
AT5G48385	AT5G48385.1	2229	-0.273522874	5.645537927	0.003054675	0.01143739
AT1G22070	AT1G22070.1	1742	0.348203158	4.882785927	0.003055596	0.011438459
AT3G13740	AT3G13740.1	1076	-0.299811165	4.614831079	0.003060411	0.011449418
AT2G42260	AT2G42260.1	1201	-0.916257038	0.651180842	0.003060431	0.011449418
AT5G23980	AT5G23980.1	2248	-1.864021762	-0.803443908	0.003060433	0.011449418
AT1G65070	AT1G65070.2	2840	0.440193088	4.483899497	0.003066401	0.011469361
AT1G75240	AT1G75240.1	1606	0.54654254	3.3418217	0.003072303	0.011489047
AT2G22890	AT2G22890.1	954	-1.087669719	0.275506124	0.003083119	0.011526191
AT3G25800	AT3G25800.1	2085	0.288766214	5.574682618	0.003083517	0.011526191
AT3G48760	AT3G48760.1	1741	-0.328131057	4.726247374	0.003089941	0.011547805
AT2G21250	AT2G21250.1	1196	0.27230073	6.802686257	0.00309194	0.011552875
AT4G23840	AT4G23840.1	2035	-0.633436702	2.02853804	0.003093842	0.011557582
AT1G09780	AT1G09780.1	1904	-0.357167976	6.647234175	0.003105629	0.011599203
AT2G33990	AT2G33990.1	1216	-0.437382888	3.252037607	0.003112435	0.01162208
AT5G44575	AT5G44575.1	470	-1.255296563	0.78190082	0.003113046	0.01162208
AT1G32340	AT1G32340.1	2473	0.478951418	3.474510244	0.00312569	0.011666521
AT4G35300	AT4G35300.1	2584	0.317736181	6.116532328	0.003126551	0.011666521
AT2G20530	AT2G20530.1	1159	0.309507011	5.575086917	0.003127422	0.011666521
AT1G55190	AT1G55190.1	802	-0.47138554	2.760098372	0.003127543	0.011666521
AT1G06770	AT1G06770.1	1790	0.549461066	2.461310016	0.003132453	0.011682413
AT1G70830	AT1G70830.1	1328	0.471015124	7.211019415	0.0031359	0.011692844
AT1G11580	AT1G11580.1	1873	-0.590919475	4.954093565	0.003137846	0.011697675
AT5G55040	AT5G55040.1	3339	0.451457172	4.961576055	0.003150955	0.011740808
AT4G28690	AT4G28690.1	1590	-0.775015155	1.373710741	0.003151257	0.011740808
AT4G20970	AT4G20970.1	570	-1.39940645	0.667926148	0.003151374	0.011740808
AT4G19040	AT4G19040.2	2686	-0.350379521	4.391352319	0.003155438	0.011753515
AT3G12200	AT3G12200.2	2247	-0.35547606	4.237206301	0.003156855	0.011755417
AT3G11770	AT3G11770.1	846	0.421699628	3.808035945	0.003157255	0.011755417
AT1G03910	AT1G03910.2	2452	0.328540493	5.291671923	0.003172612	0.011810153
AT3G53970	AT3G53970.1	1176	0.398673786	5.104974922	0.003174822	0.011814121
AT1G10530	AT1G10530.1	993	1.431484316	-0.160246119	0.003174992	0.011814121
AT2G21880	AT2G21880.1	1049	-0.779901542	1.614908174	0.003179298	0.011827698
AT4G28230	AT4G28230.1	1528	-1.103771043	1.059511979	0.003179988	0.011827821
AT2G43535	AT2G43535.1	565	0.652016141	4.952227527	0.003184172	0.011840935
AT3G14890	AT3G14890.1	2282	-0.617185481	3.468138026	0.003186252	0.011846219
AT2G38340	AT2G38340.1	895	1.633093428	0.195486394	0.003187094	0.011846903
AT5G02810	AT5G02810.1	2822	0.448441744	6.96374362	0.003189346	0.011852826
AT1G54270	AT1G54270.1	1754	-0.285762658	7.152373431	0.003198174	0.011881439
AT4G08040	AT4G08040.1	1379	-2.884033457	-0.245716461	0.003198366	0.011881439
AT5G58760	AT5G58760.1	1996	0.486352383	3.006043113	0.003202486	0.011894287
AT4G16265	AT4G16265.1	621	-0.699139969	1.720427701	0.003222522	0.01196623
AT2G45930	AT2G45930.1	1312	0.94748926	1.09271795	0.003227542	0.0119824
AT5G24990	AT5G24990.1	1157	0.464129633	3.041322728	0.003245007	0.012044752
AT5G62810	AT5G62810.1	1906	0.288198947	6.355937259	0.003247099	0.012047638
AT1G17370	AT1G17370.1	1760	0.350968504	6.578297296	0.003247123	0.012047638
AT4G14760	AT4G14760.1	5307	-0.756759873	4.803964116	0.00324807	0.012048667
AT4G13830	AT4G13830.2	889	-0.573442937	5.428732066	0.003256693	0.012078162
AT5G13650	AT5G13650.2	2418	-0.322953011	8.697973468	0.003261806	0.012094632
AT4G11010	AT4G11010.1	973	0.34234421	8.176738156	0.003262524	0.012094801
AT1G56612	AT1G56612.1	800	0.743428307	1.645457622	0.003269238	0.012117193
AT4G13180	AT4G13180.1	1001	0.798767073	3.893319331	0.003284355	0.012170716
AT2G16370	AT2G16370.1	1914	-0.447303086	3.816487927	0.00328902	0.012185494
AT5G15260	AT5G15260.1	1382	0.556023541	3.390001596	0.003291146	0.012190859
AT5G59690	AT5G59690.1	591	-0.470744646	6.064793809	0.003295678	0.012203425
AT5G40820	AT5G40820.1	9173	-0.85305177	1.03819132	0.003295895	0.012203425
AT1G28760	AT1G28760.1	1430	0.637144699	2.341898114	0.0033015	0.012221663
AT5G04510	AT5G04510.1	2061	-0.322915426	4.325781252	0.003307256	0.012240452
AT4G37970	AT4G37970.1	1211	1.344192142	0.056781387	0.00331756	0.012276064
AT5G10980	AT5G10980.1	711	-0.346674834	6.209322465	0.00331887	0.012278387
AT1G29930	AT1G29930.1	1043	-0.430583184	14.06878736	0.003321409	0.012284071
AT4G15880	AT4G15880.1	1904	0.512772977	4.515104538	0.003321772	0.012284071
AT3G15220	AT3G15220.1	2553	-0.361220883	3.633045735	0.003323937	0.012289551
AT4G34310	AT4G34310.1	3870	0.376861914	4.089386953	0.003334581	0.012326369
AT3G57660	AT3G57660.1	4992	-0.500206192	5.22082983	0.003341706	0.012350173
AT5G07790	AT5G07790.1	2449	-0.703903681	2.018224764	0.003348369	0.012372254
AT3G23410	AT3G23410.1	2417	0.330087453	5.835359198	0.003351339	0.012380685
AT3G56400	AT3G56400.1	1108	-0.643917813	4.732226835	0.003364888	0.012426023
AT3G12620	AT3G12620.1	1706	-0.31330277	4.406289848	0.003365491	0.012426023
AT5G54720	AT5G54720.1	754	-0.845654168	1.108413375	0.003365683	0.012426023
AT5G40380	AT5G40380.1	2438	-0.350651225	4.344620672	0.003366806	0.012427618
AT3G09830	AT3G09830.1	1906	0.540175883	4.048984378	0.003375193	0.012456021
AT3G54810	AT3G54810.2	1617	-0.434713134	5.004234708	0.003377808	0.012463116
AT1G21100	AT1G21100.1	1381	-1.144661441	0.649781291	0.003380739	0.01247137
AT2G27060	AT2G27060.1	3505	-0.408633819	4.069168114	0.003387827	0.012494956
AT4G25360	AT4G25360.1	2211	-0.40238833	3.611602537	0.0033926	0.012509996
AT2G34630	AT2G34630.2	1502	0.290387953	5.073711259	0.003397372	0.012525024
AT1G75690	AT1G75690.1	738	-0.407435723	7.779100867	0.003398995	0.012528439
AT3G50100	AT3G50100.1	1276	-0.758540778	1.813938354	0.003412884	0.012577057
AT2G41740	AT2G41740.1	3517	-0.304051468	6.263712883	0.003416889	0.012586181
AT1G10740	AT1G10740.1	1882	-0.351036835	4.465913392	0.003417389	0.012586181
AT5G03070	AT5G03070.1	1957	0.452692149	3.462708052	0.003417578	0.012586181
AT3G12380	AT3G12380.2	2302	0.418077948	3.479186538	0.003418158	0.012586181
AT3G60300	AT3G60300.2	1381	0.383365935	5.056800818	0.003430996	0.012630866
AT1G16510	AT1G16510.1	871	-1.134992487	0.894670408	0.003433219	0.012636465
AT3G10180	AT3G10180.1	3790	-1.187403836	1.022721646	0.003435413	0.012641955
AT5G14520	AT5G14520.1	1927	0.299761818	6.373209493	0.003442281	0.012664638
AT2G17740	AT2G17740.1	965	-1.906898484	-0.569323003	0.003449336	0.012688
AT5G05270	AT5G05270.1	977	-0.346184523	4.748221519	0.003455558	0.012708289
AT2G01505	AT2G01505.1	492	-0.641644232	1.630304765	0.003459579	0.012720476
AT1G06840	AT1G06840.1	3220	-0.40938015	3.39908295	0.003477976	0.012785506
AT2G41130	AT2G41130.1	1089	0.811336773	1.597655236	0.003483028	0.01280146
AT2G29700	AT2G29700.1	747	-0.373447456	4.415098576	0.003492978	0.012835409
AT3G21260	AT3G21260.3	808	-0.586525792	1.878472751	0.003494626	0.012838844
AT1G56020	AT1G56020.1	1403	-0.717863122	1.251917977	0.003495645	0.012839964
AT5G42090	AT5G42090.1	1756	-0.360806501	4.854475965	0.003497219	0.01284146
AT3G15970	AT3G15970.1	1736	0.330284362	4.192332982	0.00349748	0.01284146
AT1G69230	AT1G69230.1	614	-1.296241144	-0.240930802	0.003499592	0.012846596
AT1G16090	AT1G16090.1	1305	-0.919615538	0.643527979	0.003502692	0.012855351
AT2G01910	AT2G01910.1	2398	-0.450917603	4.465644333	0.003506865	0.012868043
AT5G15430	AT5G15430.1	1861	-1.437588605	-0.101216239	0.003514576	0.012893705
AT5G11600	AT5G11600.1	970	-0.712577086	1.955581557	0.003518014	0.012903686
AT5G51545	AT5G51545.1	734	-0.319499623	4.829122098	0.003519602	0.01290688
AT5G09570	AT5G09570.1	690	2.213387491	-0.483960961	0.003524944	0.012923837
AT5G13750	AT5G13750.1	1828	0.575507217	4.567184734	0.003528541	0.01293439
AT1G32640	AT1G32640.1	2178	0.496606351	8.119470936	0.003539603	0.012972294
AT4G04320	AT4G04320.1	1871	0.304345009	4.38069476	0.003540632	0.012973423
AT3G19240	AT3G19240.1	2213	0.592562838	4.824223907	0.003543284	0.012980498
AT3G54470	AT3G54470.1	1673	-0.324872235	6.169777204	0.00354858	0.012996425
AT4G15850	AT4G15850.1	1856	0.518183166	2.78665248	0.003549076	0.012996425
AT1G63840	AT1G63840.1	1110	0.806566612	2.96486026	0.00355041	0.012998661
AT1G14830	AT1G14830.1	2307	-0.292954404	5.824021978	0.003554625	0.013011445
AT4G14615	AT4G14615.1	572	0.342050898	4.327613484	0.003556512	0.013015706
AT1G07840	AT1G07840.2	1424	0.349426982	4.191392306	0.003557555	0.013016873
AT1G53510	AT1G53510.1	2370	0.329496599	5.600109444	0.003563747	0.013036878
AT5G22310	AT5G22310.1	1945	-1.220549468	-0.255902441	0.003565613	0.013041054
AT1G18490	AT1G18490.1	1649	-0.373766813	3.369135826	0.00357579	0.013075617
AT4G10330	AT4G10330.1	1041	0.507047729	3.59916089	0.003578837	0.013082661
AT5G10150	AT5G10150.1	1464	-0.533143105	3.513928368	0.003579171	0.013082661
AT1G14900	AT1G14900.1	1023	-0.593508129	2.586037966	0.003585171	0.013101932
AT3G52030	AT3G52030.1	1356	0.51093804	3.642476088	0.00359075	0.013119656
AT1G14280	AT1G14280.1	1522	0.425963648	5.332596282	0.003592736	0.013124247
AT1G08650	AT1G08650.1	1374	0.356258965	5.994877221	0.003594802	0.013126515
AT4G39960	AT4G39960.1	1708	-0.314366681	5.930953955	0.003595296	0.013126515
AT5G09740	AT5G09740.1	1563	0.428998941	3.299490703	0.003595546	0.013126515
AT3G23870	AT3G23870.1	1545	-1.171259219	0.091164614	0.003621607	0.013218976
AT5G13700	AT5G13700.1	1622	1.037089789	1.867698953	0.003628079	0.013239913
AT4G01390	AT4G01390.1	897	-0.962391959	0.890922723	0.003636336	0.013265991
AT5G15500	AT5G15500.2	1509	0.845238518	2.761604881	0.0036367	0.013265991
AT1G48630	AT1G48630.1	1242	-0.411826266	6.943623586	0.003647211	0.013301635
AT5G14260	AT5G14260.3	2054	-0.28570258	7.093238543	0.003649853	0.013308573
AT5G52120	AT5G52120.1	1279	0.602663531	3.83030325	0.003650662	0.013308825
AT1G47970	AT1G47970.1	922	-0.409119315	4.711646748	0.003656609	0.013327806
AT5G64740	AT5G64740.1	4092	-0.271478193	8.348408086	0.003657978	0.013330096
AT1G23960	AT1G23960.1	1249	0.325607472	4.993367609	0.00366171	0.013340992
AT1G01190	AT1G01190.1	1606	-1.000975523	0.678515683	0.003664295	0.013347707
AT1G80170	AT1G80170.1	1594	-0.614928538	2.529195876	0.003689903	0.01343827
AT5G66640	AT5G66640.2	1756	-0.966037995	-0.0033028	0.003698934	0.01346843
AT3G08870	AT3G08870.1	2226	-0.821693934	1.911833721	0.003707238	0.013495938
AT5G11750	AT5G11750.1	1084	-0.345000588	3.728387529	0.003710171	0.013503882
AT4G17520	AT4G17520.1	1554	-0.308079993	7.259513133	0.003713984	0.013515026
AT3G61440	AT3G61440.1	1423	-0.299372897	7.782332201	0.003715418	0.013517509
AT3G52560	AT3G52560.4	933	-0.30616133	5.738491002	0.003717424	0.013519655
AT4G20190	AT4G20190.1	1169	2.055225577	-0.743338612	0.003717511	0.013519655
AT1G28090	AT1G28090.1	1848	-0.376499679	3.595065377	0.003726314	0.01354893
AT5G59710	AT5G59710.1	2764	0.312258713	5.055101594	0.003732791	0.013569741
AT2G26890	AT2G26890.1	8387	-0.344162721	6.149258831	0.003736839	0.013581712
AT5G42810	AT5G42810.1	1726	0.502002888	4.201887141	0.00374422	0.013604153
AT4G38130	AT4G38130.1	1892	-0.310707469	6.006164817	0.003744526	0.013604153
AT1G72740	AT1G72740.1	1300	0.379431773	4.498258282	0.003746956	0.013610233
AT5G14270	AT5G14270.2	2925	0.29755896	5.548167669	0.003758491	0.013649378
AT5G03370	AT5G03370.1	762	0.445302342	4.568111313	0.003762176	0.013658735
AT4G31840	AT4G31840.1	881	-1.248904539	3.043032657	0.003762586	0.013658735
AT5G42520	AT5G42520.1	1430	-0.310437986	4.359190098	0.003772567	0.013692204
AT5G17050	AT5G17050.1	1521	0.417797194	5.786610522	0.003773335	0.013692227
AT1G12320	AT1G12320.1	839	-0.916002785	0.946462741	0.003781947	0.013720712
AT5G66240	AT5G66240.2	1377	0.33999984	5.868924141	0.003786221	0.013733448
AT4G27690	AT4G27690.1	1188	0.478764925	3.216837842	0.003788208	0.013737885
AT2G33840	AT2G33840.1	1385	0.352778648	4.399783667	0.003796792	0.013766241
AT1G07960	AT1G07960.2	1237	0.427613507	4.021686596	0.003798968	0.013771355
AT5G64090	AT5G64090.1	1607	-0.429947753	3.789314846	0.003800581	0.013774427
AT2G32910	AT2G32910.1	2402	0.308302203	4.748390691	0.003804178	0.013784686
AT1G72470	AT1G72470.1	2202	0.458824415	3.595665011	0.003807429	0.013793689
AT1G80310	AT1G80310.1	1936	-0.410961187	4.156080326	0.003810251	0.013801132
AT1G11310	AT1G11310.1	2184	-0.370903205	5.498223815	0.003815003	0.013815562
AT5G57580	AT5G57580.1	2425	-0.287557659	4.863561958	0.003821987	0.013837743
AT3G54560	AT3G54560.1	686	-0.70812851	3.825543684	0.003822666	0.013837743
AT2G01930	AT2G01930.1	1235	-0.425185614	3.055041785	0.00382823	0.013855096
AT5G61560	AT5G61560.1	2890	-0.990866068	2.17589684	0.003837598	0.013886209
AT1G08970	AT1G08970.4	1611	-0.3505437	4.476594628	0.003845528	0.013912103
AT5G27460	AT5G27460.1	1499	0.538985519	3.094551411	0.003847316	0.013915773
AT1G16270	AT1G16270.1	3944	0.352342545	4.872713361	0.003849054	0.013919017
AT3G19910	AT3G19910.1	1448	-0.39636651	4.251944972	0.00384976	0.013919017
AT3G20430	AT3G20430.1	1036	0.475120672	3.170805529	0.003851473	0.013922415
AT1G13980	AT1G13980.1	4832	-0.324330461	4.754640162	0.003869546	0.013982809
AT5G53080	AT5G53080.1	1905	0.419426918	3.33535785	0.003869735	0.013982809
AT2G38185	AT2G38185.4	1935	0.6501121	2.053848695	0.003884162	0.014031193
AT1G75330	AT1G75330.1	1350	0.313985917	6.761643943	0.003884685	0.014031193
AT4G33565	AT4G33565.1	1452	0.45619834	3.16138277	0.003886801	0.014036016
AT4G27745	AT4G27745.1	797	-0.636782796	1.819361175	0.003889526	0.014043039
AT1G65960	AT1G65960.2	2047	-0.328121327	8.306808567	0.003890475	0.014043646
AT3G02640	AT3G02640.1	824	-1.298664606	2.788006054	0.003905503	0.014093578
AT2G46110	AT2G46110.1	1396	-0.508748193	2.303796787	0.003905874	0.014093578
AT3G46960	AT3G46960.1	4152	-0.507940296	3.817232555	0.003912385	0.014114242
AT5G11930	AT5G11930.1	705	1.018324918	0.598793446	0.0039171	0.014128418
AT5G27360	AT5G27360.1	1646	-0.401748145	4.035438298	0.003926091	0.014158009
AT3G18520	AT3G18520.2	2064	0.315659938	4.545936825	0.003927943	0.014161847
AT2G22770	AT2G22770.1	1367	0.956948612	3.63568653	0.003930116	0.014166845
AT5G35560	AT5G35560.1	2904	-0.324405035	4.892800513	0.003942076	0.014207109
AT1G16790	AT1G16790.1	656	-0.557427464	2.8215637	0.003956159	0.014254101
AT5G67460	AT5G67460.1	1540	-0.807342293	0.817613538	0.0039567	0.014254101
AT1G80360	AT1G80360.1	1483	-0.305785106	5.101544809	0.00395754	0.014254275
AT3G56950	AT3G56950.2	1105	-0.436024925	2.973516847	0.003963191	0.01427177
AT1G14320	AT1G14320.1	968	-0.355407483	8.791962914	0.003978557	0.014324237
AT5G15270	AT5G15270.2	2799	0.396062964	4.237376215	0.003983258	0.014338295
AT1G68870	AT1G68870.1	653	0.625498939	2.391960936	0.00398505	0.014341875
AT1G03150	AT1G03150.1	737	0.373281288	3.582445046	0.003986991	0.014343174
AT1G24147	AT1G24147.1	626	0.747286703	4.903959493	0.003987005	0.014343174
AT5G48230	AT5G48230.2	1852	-0.417663591	5.06143862	0.003992611	0.01436047
AT1G55170	AT1G55170.1	1214	-0.512501311	2.319602923	0.003999614	0.01438278
AT2G26360	AT2G26360.1	1298	-1.149475845	-0.137599786	0.004008117	0.01441048
AT2G42750	AT2G42750.1	1384	-0.302455705	6.23347467	0.004011658	0.014415766
AT2G05260	AT2G05260.1	1376	0.488865125	3.022924869	0.004012397	0.014415766
AT1G64710	AT1G64710.1	1516	-0.38539324	5.193680285	0.00401276	0.014415766
AT5G11730	AT5G11730.1	2051	0.433731474	3.711289439	0.004012793	0.014415766
AT4G32010	AT4G32010.1	3452	0.297249502	4.758707144	0.004020739	0.014440785
AT3G20870	AT3G20870.1	1315	-0.364622527	4.030022061	0.004021363	0.014440785
AT5G61200	AT5G61200.3	1889	-1.037694194	0.795723728	0.004025554	0.014452952
AT4G03600	AT4G03600.1	806	-1.253059524	0.188472262	0.004026851	0.014454724
AT3G56050	AT3G56050.1	2098	-0.285283972	6.400222793	0.004028011	0.014455314
AT1G27590	AT1G27590.1	1629	0.489538695	3.216570884	0.004028622	0.014455314
AT2G34920	AT2G34920.1	2641	-0.600023648	1.727778193	0.004034896	0.014474938
AT4G07390	AT4G07390.1	1024	0.329421468	4.639168026	0.004038695	0.014484647
AT5G13030	AT5G13030.1	2133	0.288044995	6.801345439	0.004039213	0.014484647
AT5G18390	AT5G18390.1	1591	-0.580991461	2.407058074	0.004045219	0.014503294
AT4G02060	AT4G02060.1	2525	-0.448978456	4.325812085	0.004048897	0.014513589
AT3G08890	AT3G08890.1	797	-0.500681205	2.828249084	0.004065646	0.014570724
AT2G37678	AT2G37678.1	927	-0.484666898	2.505021229	0.004067781	0.014575474
AT2G21540	AT2G21540.1	2092	0.409223508	4.429980681	0.004069157	0.0145775
AT5G10605	AT5G10605.1	254	1.413132548	0.115085977	0.004072999	0.014588357
AT4G30200	AT4G30200.2	2657	0.332217399	5.648313816	0.004078244	0.014604239
AT1G62500	AT1G62500.1	1457	-0.87879692	2.819017288	0.004102375	0.014687726
AT3G54120	AT3G54120.1	958	-1.135681335	0.424751354	0.004103462	0.014688697
AT3G16630	AT3G16630.1	3019	-0.29284088	5.287748244	0.004105511	0.014693109
AT2G36430	AT2G36430.1	1559	-0.431558094	3.389869073	0.004111386	0.014711206
AT1G71840	AT1G71840.1	1592	-0.314882073	5.218764742	0.004112973	0.014713959
AT5G50110	AT5G50110.1	1011	0.45238597	2.757923643	0.004113911	0.014714387
AT4G12320	AT4G12320.1	1738	0.389815307	7.270137631	0.004119664	0.014732036
AT1G19020	AT1G19020.1	524	0.968046184	2.848335414	0.004120647	0.014732623
AT3G45420	AT3G45420.1	2003	1.197399817	1.188542944	0.00412171	0.014733495
AT4G38520	AT4G38520.1	1988	-0.359487444	4.802246168	0.004129997	0.014760186
AT3G10190	AT3G10190.1	845	-0.775922642	1.59022873	0.004134484	0.014773286
AT2G03150	AT2G03150.1	4379	0.385968379	5.560544386	0.004139688	0.014788946
AT1G01490	AT1G01490.1	1104	-0.400836469	4.676215297	0.004145928	0.01480563
AT5G02120	AT5G02120.1	523	-0.283558128	6.438230397	0.004146004	0.01480563
AT5G42820	AT5G42820.2	1492	0.357424316	5.356179756	0.004148022	0.014807087
AT5G64170	AT5G64170.2	2582	0.393245529	6.681061375	0.004148058	0.014807087
AT2G35160	AT2G35160.1	2795	0.869278846	0.722530663	0.00415047	0.014812755
AT5G43190	AT5G43190.1	1431	-0.548737733	3.507835117	0.004158819	0.014839608
AT2G19860	AT2G19860.1	1806	-0.35243976	4.908225768	0.004162214	0.01484878
AT3G20570	AT3G20570.1	910	-0.52226174	2.050155715	0.004164883	0.014855356
AT5G63220	AT5G63220.1	1275	-0.363075983	3.700208727	0.004167816	0.01486287
AT5G66440	AT5G66440.1	862	0.489720551	2.81387224	0.004179803	0.014902662
AT1G16430	AT1G16430.1	576	0.520110202	2.453342393	0.004184753	0.014917356
AT4G28360	AT4G28360.1	1209	-0.34559342	4.823113302	0.004186383	0.01492021
AT5G53530	AT5G53530.1	1305	0.312822089	4.431217219	0.004190987	0.014933659
AT1G19430	AT1G19430.1	2770	-0.391163864	3.932962083	0.004192735	0.014936929
AT3G03060	AT3G03060.1	2235	0.465845007	4.433845701	0.004208164	0.01498893
AT4G27700	AT4G27700.1	986	-0.354007596	7.461025547	0.004215108	0.015010689
AT5G23530	AT5G23530.1	1470	-0.648241705	1.908964814	0.004216813	0.01501379
AT2G20585	AT2G20585.1	655	0.524154449	3.70763766	0.004218564	0.015017052
AT5G57160	AT5G57160.1	3877	-0.553189428	3.200523162	0.004225434	0.015038532
AT1G11390	AT1G11390.1	2497	0.371955375	4.072794439	0.004235028	0.015069696
AT5G18570	AT5G18570.1	2228	0.310680782	6.380845214	0.004236191	0.015070854
AT4G36630	AT4G36630.1	3352	0.287997448	5.016978664	0.004238252	0.015075205
